scientificName,decimalLatitude,decimalLongitude,eventDate,minimumDepthInMeters,maximumDepthInMeters,verbatimDepth,basisOfRecord,sst_mean,salinity_mean,depth_m,presence
Sargassum siliquastrum,32.900473,128.947457,1989/1991,,,,HumanObservation,20.752633714631976,33.85973128832399,,1
Sargassum patens,32.905765,128.95823,1989/1991,,,,HumanObservation,20.771880926326254,33.850635850685016,,1
Eisenia bicyclis,32.843406,128.957975,1989/1991,,,,HumanObservation,21.028214341097687,33.85637791753408,,1
Sargassum macrocarpum,32.843406,128.957975,1989/1991,,,,HumanObservation,21.028214341097687,33.85637791753408,,1
Eisenia bicyclis,32.872523,128.92558,1989/1991,,,,HumanObservation,20.882844112897335,33.86397580462514,,1
Sargassum macrocarpum,32.872523,128.92558,1989/1991,,,,HumanObservation,20.882844112897335,33.86397580462514,,1
Eisenia bicyclis,32.890987,128.911151,1989/1991,,,,HumanObservation,20.882844112897335,33.86397580462514,,1
Sargassum macrocarpum,32.890987,128.911151,1989/1991,,,,HumanObservation,20.882844112897335,33.86397580462514,,1
Sargassum macrocarpum,32.877471,128.906806,1989/1991,,,,HumanObservation,20.882844112897335,33.86397580462514,,1
Eisenia bicyclis,32.878143,128.890766,1989/1991,,,,HumanObservation,20.840639729976985,33.871457606496925,,1
Eisenia bicyclis,32.864785,128.87606,1989/1991,,,,HumanObservation,20.840639729976985,33.871457606496925,,1
Eisenia bicyclis,32.85539,128.879277,1989/1991,,,,HumanObservation,20.840639729976985,33.871457606496925,,1
Sargassum macrocarpum,32.850104,128.903092,1989/1991,,,,HumanObservation,20.882844112897335,33.86397580462514,,1
Sargassum macrocarpum,32.841867,128.911358,1989/1991,,,,HumanObservation,21.01387461242012,33.86418499029957,,1
Sargassum siliquastrum,32.841867,128.911358,1989/1991,,,,HumanObservation,21.01387461242012,33.86418499029957,,1
Eisenia bicyclis,32.839042,128.838152,1989/1991,,,,HumanObservation,20.897707855423764,33.87606301049881,,1
Sargassum macrocarpum,32.839042,128.838152,1989/1991,,,,HumanObservation,20.897707855423764,33.87606301049881,,1
Eisenia bicyclis,32.830729,128.957866,1989/1991,,,,HumanObservation,21.028214341097687,33.85637791753408,,1
Eisenia bicyclis,32.81744,128.951593,1989/1991,,,,HumanObservation,21.028214341097687,33.85637791753408,,1
Eisenia bicyclis,32.809374,128.950874,1989/1991,,,,HumanObservation,21.028214341097687,33.85637791753408,,1
Sargassum macrocarpum,32.796268,128.933378,1989/1991,,,,HumanObservation,21.007649693232548,33.86666124455221,,1
Eisenia bicyclis,32.793273,128.927993,1989/1991,,,,HumanObservation,21.007649693232548,33.86666124455221,,1
Sargassum macrocarpum,32.793273,128.927993,1989/1991,,,,HumanObservation,21.007649693232548,33.86666124455221,,1
Sargassum macrocarpum,32.805905,128.92973,1989/1991,,,,HumanObservation,21.01387461242012,33.86418499029957,,1
Sargassum siliquastrum,32.805905,128.92973,1989/1991,,,,HumanObservation,21.01387461242012,33.86418499029957,,1
Eisenia bicyclis,32.817777,128.927518,1989/1991,,,,HumanObservation,21.01387461242012,33.86418499029957,,1
Sargassum macrocarpum,32.817777,128.927518,1989/1991,,,,HumanObservation,21.01387461242012,33.86418499029957,,1
Eisenia bicyclis,32.823677,128.915563,1989/1991,,,,HumanObservation,21.01387461242012,33.86418499029957,,1
Eisenia bicyclis,32.834131,128.922597,1989/1991,,,,HumanObservation,21.01387461242012,33.86418499029957,,1
Sargassum macrocarpum,32.834131,128.922597,1989/1991,,,,HumanObservation,21.01387461242012,33.86418499029957,,1
Eisenia bicyclis,32.79068,128.992107,1989/1991,,,,HumanObservation,21.081635475039366,33.862377955604245,,1
Sargassum horneri,32.759808,128.981356,1989/1991,,,,HumanObservation,21.081635475039366,33.862377955604245,,1
Sargassum siliquastrum,32.759808,128.981356,1989/1991,,,,HumanObservation,21.081635475039366,33.862377955604245,,1
Eisenia bicyclis,32.777255,128.957582,1989/1991,,,,HumanObservation,21.081635475039366,33.862377955604245,,1
Eisenia bicyclis,32.764822,128.956005,1989/1991,,,,HumanObservation,21.081635475039366,33.862377955604245,,1
Eisenia bicyclis,32.756496,128.951382,1989/1991,,,,HumanObservation,21.081635475039366,33.862377955604245,,1
Eisenia bicyclis,32.749801,128.951518,1989/1991,,,,HumanObservation,21.115579438662554,33.86576954053729,,1
Eisenia bicyclis,32.744528,128.95095,1989/1991,,,,HumanObservation,21.115579438662554,33.86576954053729,,1
Eisenia bicyclis,32.748394,128.964419,1989/1991,,,,HumanObservation,21.115579438662554,33.86576954053729,,1
Eisenia bicyclis,32.729825,128.961501,1989/1991,,,,HumanObservation,21.115579438662554,33.86576954053729,,1
Eisenia bicyclis,32.81271,128.905998,1989/1991,,,,HumanObservation,21.01387461242012,33.86418499029957,,1
Sargassum siliquastrum,32.81271,128.905998,1989/1991,,,,HumanObservation,21.01387461242012,33.86418499029957,,1
Sargassum macrocarpum,32.802041,128.907949,1989/1991,,,,HumanObservation,21.01387461242012,33.86418499029957,,1
Eisenia bicyclis,32.792633,128.904331,1989/1991,,,,HumanObservation,21.007649693232548,33.86666124455221,,1
Sargassum macrocarpum,32.777355,128.845623,1989/1991,,,,HumanObservation,20.923603383785753,33.87532738115537,,1
Eisenia bicyclis,32.779478,128.835643,1989/1991,,,,HumanObservation,20.923603383785753,33.87532738115537,,1
Sargassum macrocarpum,32.779478,128.835643,1989/1991,,,,HumanObservation,20.923603383785753,33.87532738115537,,1
Eisenia bicyclis,32.787605,128.835381,1989/1991,,,,HumanObservation,20.923603383785753,33.87532738115537,,1
Sargassum macrocarpum,32.787605,128.835381,1989/1991,,,,HumanObservation,20.923603383785753,33.87532738115537,,1
Eisenia bicyclis,32.797908,128.83381,1989/1991,,,,HumanObservation,20.923603383785753,33.87532738115537,,1
Sargassum macrocarpum,32.807943,128.837434,1989/1991,,,,HumanObservation,20.897707855423764,33.87606301049881,,1
Eisenia bicyclis,32.81829,128.835522,1989/1991,,,,HumanObservation,20.897707855423764,33.87606301049881,,1
Eisenia bicyclis,32.831096,128.833266,1989/1991,,,,HumanObservation,20.897707855423764,33.87606301049881,,1
Sargassum macrocarpum,32.831096,128.833266,1989/1991,,,,HumanObservation,20.897707855423764,33.87606301049881,,1
Sargassum siliquastrum,32.835331,128.843737,1989/1991,,,,HumanObservation,20.897707855423764,33.87606301049881,,1
Eisenia bicyclis,32.774966,128.758381,1989/1991,,,,HumanObservation,20.934729846585643,33.87887505078374,,1
Sargassum siliquastrum,32.774966,128.758381,1989/1991,,,,HumanObservation,20.934729846585643,33.87887505078374,,1
Eisenia bicyclis,32.77149,128.773311,1989/1991,,,,HumanObservation,20.934729846585643,33.87887505078374,,1
Eisenia bicyclis,32.778741,128.791424,1989/1991,,,,HumanObservation,20.934729846585643,33.87887505078374,,1
Sargassum siliquastrum,32.778741,128.791424,1989/1991,,,,HumanObservation,20.934729846585643,33.87887505078374,,1
Eisenia bicyclis,32.80123,128.794525,1989/1991,,,,HumanObservation,20.895766960087855,33.878481109516336,,1
Eisenia bicyclis,32.787369,128.810644,1989/1991,,,,HumanObservation,20.923603383785753,33.87532738115537,,1
Eisenia bicyclis,32.779687,128.809149,1989/1991,,,,HumanObservation,20.923603383785753,33.87532738115537,,1
Sargassum siliquastrum,32.779687,128.809149,1989/1991,,,,HumanObservation,20.923603383785753,33.87532738115537,,1
Sargassum macrocarpum,32.772734,128.812128,1989/1991,,,,HumanObservation,20.923603383785753,33.87532738115537,,1
Eisenia bicyclis,32.764584,128.822138,1989/1991,,,,HumanObservation,20.923603383785753,33.87532738115537,,1
Sargassum macrocarpum,32.764584,128.822138,1989/1991,,,,HumanObservation,20.923603383785753,33.87532738115537,,1
Eisenia bicyclis,32.759508,128.835384,1989/1991,,,,HumanObservation,20.923603383785753,33.87532738115537,,1
Eisenia bicyclis,32.752446,128.847278,1989/1991,,,,HumanObservation,20.923603383785753,33.87532738115537,,1
Eisenia bicyclis,32.743313,128.855013,1989/1991,,,,HumanObservation,21.04999873567673,33.870441413370976,,1
Eisenia bicyclis,32.744432,128.875689,1989/1991,,,,HumanObservation,21.04999873567673,33.870441413370976,,1
Sargassum macrocarpum,32.744432,128.875689,1989/1991,,,,HumanObservation,21.04999873567673,33.870441413370976,,1
Eisenia bicyclis,32.726375,128.863607,1989/1991,,,,HumanObservation,21.04999873567673,33.870441413370976,,1
Eisenia bicyclis,32.716558,128.859599,1989/1991,,,,HumanObservation,21.04999873567673,33.870441413370976,,1
Eisenia bicyclis,32.709331,128.85578,1989/1991,,,,HumanObservation,21.04999873567673,33.870441413370976,,1
Sargassum horneri,32.67843,128.877081,1989/1991,,,,HumanObservation,21.15904795586383,33.87592970819108,,1
Sargassum patens,32.67843,128.877081,1989/1991,,,,HumanObservation,21.15904795586383,33.87592970819108,,1
Eisenia bicyclis,32.709733,128.893884,1989/1991,,,,HumanObservation,21.04999873567673,33.870441413370976,,1
Eisenia bicyclis,32.703101,128.904812,1989/1991,,,,HumanObservation,21.032639556385902,33.86822382150594,,1
Eisenia bicyclis,32.693707,128.899021,1989/1991,,,,HumanObservation,21.15904795586383,33.87592970819108,,1
Sargassum macrocarpum,32.693707,128.899021,1989/1991,,,,HumanObservation,21.15904795586383,33.87592970819108,,1
Eisenia bicyclis,32.809191,128.674981,1989/1991,,,,HumanObservation,20.945130205388825,33.88373717322313,,1
Eisenia bicyclis,32.803579,128.680212,1989/1991,,,,HumanObservation,20.945130205388825,33.88373717322313,,1
Eisenia bicyclis,32.755542,128.742752,1989/1991,,,,HumanObservation,20.94984599182369,33.88150607337582,,1
Sargassum macrocarpum,32.755542,128.742752,1989/1991,,,,HumanObservation,20.94984599182369,33.88150607337582,,1
Eisenia bicyclis,32.757076,128.732923,1989/1991,,,,HumanObservation,20.94984599182369,33.88150607337582,,1
Sargassum macrocarpum,32.757076,128.732923,1989/1991,,,,HumanObservation,20.94984599182369,33.88150607337582,,1
Eisenia bicyclis,32.753471,128.716035,1989/1991,,,,HumanObservation,20.94984599182369,33.88150607337582,,1
Eisenia bicyclis,32.765747,128.700608,1989/1991,,,,HumanObservation,20.94984599182369,33.88150607337582,,1
Eisenia bicyclis,32.771718,128.648196,1989/1991,,,,HumanObservation,21.00748457381593,33.88677779430564,,1
Eisenia bicyclis,32.760944,128.641199,1989/1991,,,,HumanObservation,21.00748457381593,33.88677779430564,,1
Eisenia bicyclis,32.75011,128.645427,1989/1991,,,,HumanObservation,21.00748457381593,33.88677779430564,,1
Eisenia bicyclis,32.728286,128.64431,1989/1991,,,,HumanObservation,21.03039585684411,33.88656788198611,,1
Eisenia bicyclis,32.715337,128.64838,1989/1991,,,,HumanObservation,21.03039585684411,33.88656788198611,,1
Eisenia bicyclis,32.725305,128.59992,1989/1991,,,,HumanObservation,21.05929703884862,33.891679173607955,,1
Eisenia bicyclis,32.696672,128.648387,1989/1991,,,,HumanObservation,21.10963871168799,33.887305068949075,,1
Sargassum siliquastrum,32.683387,128.649719,1989/1991,,,,HumanObservation,21.10963871168799,33.887305068949075,,1
Eisenia bicyclis,32.673404,128.640699,1989/1991,,,,HumanObservation,21.10963871168799,33.887305068949075,,1
Eisenia bicyclis,32.679122,128.631603,1989/1991,,,,HumanObservation,21.10963871168799,33.887305068949075,,1
Eisenia bicyclis,32.651607,128.896915,1989/1991,,,,HumanObservation,21.15904795586383,33.87592970819108,,1
Eisenia bicyclis,32.640926,128.919362,1989/1991,,,,HumanObservation,21.264568742922812,33.88383345159425,,1
Eisenia bicyclis,32.640289,128.891732,1989/1991,,,,HumanObservation,21.239426513706917,33.88285839838631,,1
Sargassum macrocarpum,32.638044,128.879955,1989/1991,,,,HumanObservation,21.239426513706917,33.88285839838631,,1
Sargassum macrocarpum,32.637541,128.872412,1989/1991,,,,HumanObservation,21.239426513706917,33.88285839838631,,1
Sargassum siliquastrum,32.637541,128.872412,1989/1991,,,,HumanObservation,21.239426513706917,33.88285839838631,,1
Sargassum macrocarpum,32.638434,128.843795,1989/1991,,,,HumanObservation,21.25486379128859,33.885266556637546,,1
Sargassum macrocarpum,32.635695,128.82505,1989/1991,,,,HumanObservation,21.25486379128859,33.885266556637546,,1
Sargassum siliquastrum,32.635695,128.82505,1989/1991,,,,HumanObservation,21.25486379128859,33.885266556637546,,1
Sargassum macrocarpum,32.645945,128.810357,1989/1991,,,,HumanObservation,21.25486379128859,33.885266556637546,,1
Sargassum macrocarpum,32.644646,128.783441,1989/1991,,,,HumanObservation,21.24863829011204,33.88555811622826,,1
Eisenia bicyclis,32.637247,128.790287,1989/1991,,,,HumanObservation,21.24863829011204,33.88555811622826,,1
Eisenia bicyclis,32.573046,128.90765,1989/1991,,,,HumanObservation,21.275335810404,33.885129794084364,,1
Sargassum siliquastrum,32.573046,128.90765,1989/1991,,,,HumanObservation,21.275335810404,33.885129794084364,,1
Eisenia bicyclis,32.561714,128.905205,1989/1991,,,,HumanObservation,21.275335810404,33.885129794084364,,1
Sargassum macrocarpum,32.560017,128.890779,1989/1991,,,,HumanObservation,21.291771618989657,33.887440735588335,,1
Eisenia bicyclis,32.569906,128.894329,1989/1991,,,,HumanObservation,21.291771618989657,33.887440735588335,,1
Sargassum macrocarpum,32.569906,128.894329,1989/1991,,,,HumanObservation,21.291771618989657,33.887440735588335,,1
Eisenia bicyclis,32.600341,128.834777,1989/1991,,,,HumanObservation,21.25486379128859,33.885266556637546,,1
Sargassum macrocarpum,32.628933,128.779001,1989/1991,,,,HumanObservation,21.24863829011204,33.88555811622826,,1
Sargassum siliquastrum,32.628933,128.779001,1989/1991,,,,HumanObservation,21.24863829011204,33.88555811622826,,1
Eisenia bicyclis,32.601586,128.785586,1989/1991,,,,HumanObservation,21.24863829011204,33.88555811622826,,1
Sargassum macrocarpum,32.601586,128.785586,1989/1991,,,,HumanObservation,21.24863829011204,33.88555811622826,,1
Eisenia bicyclis,32.573467,128.763631,1989/1991,,,,HumanObservation,21.264867692796848,33.88598567994624,,1
Sargassum siliquastrum,32.573467,128.763631,1989/1991,,,,HumanObservation,21.264867692796848,33.88598567994624,,1
Eisenia bicyclis,32.579033,128.75242,1989/1991,,,,HumanObservation,21.264867692796848,33.88598567994624,,1
Eisenia bicyclis,32.598411,128.742138,1989/1991,,,,HumanObservation,21.25237860737321,33.885662372339056,,1
Sargassum macrocarpum,32.598411,128.742138,1989/1991,,,,HumanObservation,21.25237860737321,33.885662372339056,,1
Sargassum macrocarpum,32.57836,128.725056,1989/1991,,,,HumanObservation,21.25237860737321,33.885662372339056,,1
Eisenia bicyclis,32.593305,128.700948,1989/1991,,,,HumanObservation,21.25237860737321,33.885662372339056,,1
Sargassum macrocarpum,32.593305,128.700948,1989/1991,,,,HumanObservation,21.25237860737321,33.885662372339056,,1
Eisenia bicyclis,32.590173,128.684275,1989/1991,,,,HumanObservation,21.23082599475447,33.88474474174882,,1
Eisenia bicyclis,32.597511,128.632942,1989/1991,,,,HumanObservation,21.26675854665715,33.89424711733375,,1
Eisenia bicyclis,32.607779,128.62365,1989/1991,,,,HumanObservation,21.190610653812133,33.890025712358174,,1
Sargassum macrocarpum,32.620171,128.601195,1989/1991,,,,HumanObservation,21.190610653812133,33.890025712358174,,1
Eisenia bicyclis,32.641817,128.609408,1989/1991,,,,HumanObservation,21.190610653812133,33.890025712358174,,1
Sargassum macrocarpum,32.641817,128.609408,1989/1991,,,,HumanObservation,21.190610653812133,33.890025712358174,,1
Eisenia bicyclis,32.660084,128.617761,1989/1991,,,,HumanObservation,21.10963871168799,33.887305068949075,,1
Sargassum macrocarpum,32.660084,128.617761,1989/1991,,,,HumanObservation,21.10963871168799,33.887305068949075,,1
Sargassum macrocarpum,32.663803,128.639661,1989/1991,,,,HumanObservation,21.10963871168799,33.887305068949075,,1
Sargassum siliquastrum,32.663803,128.639661,1989/1991,,,,HumanObservation,21.10963871168799,33.887305068949075,,1
Sargassum macrocarpum,32.663646,128.64865,1989/1991,,,,HumanObservation,21.10963871168799,33.887305068949075,,1
Sargassum siliquastrum,32.663646,128.64865,1989/1991,,,,HumanObservation,21.10963871168799,33.887305068949075,,1
Sargassum siliquastrum,32.037163,128.405773,1989/1991,,,,HumanObservation,22.339950313370288,34.087473994117246,,1
Eisenia bicyclis,32.012503,128.364712,1989/1991,,,,HumanObservation,22.340291849744077,34.0816618295346,,1
Sargassum horneri,32.611491,130.394669,1989/1991,,,,HumanObservation,20.17444669203947,31.784373380948235,,1
Sargassum macrocarpum,32.611491,130.394669,1989/1991,,,,HumanObservation,20.17444669203947,31.784373380948235,,1
Undaria pinnatifida f. pinnatifida,32.611491,130.394669,1989/1991,,,,HumanObservation,20.17444669203947,31.784373380948235,,1
Sargassum patens,32.599612,130.395746,1989/1991,,,,HumanObservation,20.277613163600144,31.980183015347855,,1
Undaria pinnatifida f. pinnatifida,32.599612,130.395746,1989/1991,,,,HumanObservation,20.277613163600144,31.980183015347855,,1
Sargassum horneri,32.587195,130.389831,1989/1991,,,,HumanObservation,20.277613163600144,31.980183015347855,,1
Sargassum patens,32.587195,130.389831,1989/1991,,,,HumanObservation,20.277613163600144,31.980183015347855,,1
Undaria pinnatifida f. pinnatifida,32.587195,130.389831,1989/1991,,,,HumanObservation,20.277613163600144,31.980183015347855,,1
Sargassum horneri,32.585368,130.381531,1989/1991,,,,HumanObservation,20.277613163600144,31.980183015347855,,1
Sargassum patens,32.585368,130.381531,1989/1991,,,,HumanObservation,20.277613163600144,31.980183015347855,,1
Undaria pinnatifida f. pinnatifida,32.585368,130.381531,1989/1991,,,,HumanObservation,20.277613163600144,31.980183015347855,,1
Gelidium elegans,32.588855,130.375178,1989/1991,,,,HumanObservation,20.277613163600144,31.980183015347855,,1
Sargassum horneri,32.588855,130.375178,1989/1991,,,,HumanObservation,20.277613163600144,31.980183015347855,,1
Sargassum patens,32.588855,130.375178,1989/1991,,,,HumanObservation,20.277613163600144,31.980183015347855,,1
Undaria pinnatifida f. pinnatifida,32.588855,130.375178,1989/1991,,,,HumanObservation,20.277613163600144,31.980183015347855,,1
Gelidium elegans,32.595131,130.339509,1989/1991,,,,HumanObservation,20.40819502402086,32.05091587836964,,1
Sargassum horneri,32.595131,130.339509,1989/1991,,,,HumanObservation,20.40819502402086,32.05091587836964,,1
Sargassum patens,32.595131,130.339509,1989/1991,,,,HumanObservation,20.40819502402086,32.05091587836964,,1
Undaria pinnatifida f. pinnatifida,32.595131,130.339509,1989/1991,,,,HumanObservation,20.40819502402086,32.05091587836964,,1
Gelidium elegans,32.582223,130.39734,1989/1991,,,,HumanObservation,20.277613163600144,31.980183015347855,,1
Sargassum horneri,32.582223,130.39734,1989/1991,,,,HumanObservation,20.277613163600144,31.980183015347855,,1
Sargassum patens,32.582223,130.39734,1989/1991,,,,HumanObservation,20.277613163600144,31.980183015347855,,1
Undaria pinnatifida f. pinnatifida,32.582223,130.39734,1989/1991,,,,HumanObservation,20.277613163600144,31.980183015347855,,1
Sargassum horneri,32.546548,130.390683,1989/1991,,,,HumanObservation,20.26642778439376,32.15574983982353,,1
Sargassum patens,32.546548,130.390683,1989/1991,,,,HumanObservation,20.26642778439376,32.15574983982353,,1
Undaria pinnatifida f. pinnatifida,32.546548,130.390683,1989/1991,,,,HumanObservation,20.26642778439376,32.15574983982353,,1
Sargassum horneri,32.537436,130.398629,1989/1991,,,,HumanObservation,20.26642778439376,32.15574983982353,,1
Sargassum patens,32.537436,130.398629,1989/1991,,,,HumanObservation,20.26642778439376,32.15574983982353,,1
Gelidium elegans,32.514435,130.381541,1989/1991,,,,HumanObservation,20.26642778439376,32.15574983982353,,1
Sargassum horneri,32.514435,130.381541,1989/1991,,,,HumanObservation,20.26642778439376,32.15574983982353,,1
Sargassum patens,32.514435,130.381541,1989/1991,,,,HumanObservation,20.26642778439376,32.15574983982353,,1
Sargassum horneri,32.519252,130.373264,1989/1991,,,,HumanObservation,20.26642778439376,32.15574983982353,,1
Sargassum patens,32.519252,130.373264,1989/1991,,,,HumanObservation,20.26642778439376,32.15574983982353,,1
Sargassum horneri,32.535491,130.379121,1989/1991,,,,HumanObservation,20.26642778439376,32.15574983982353,,1
Sargassum patens,32.535491,130.379121,1989/1991,,,,HumanObservation,20.26642778439376,32.15574983982353,,1
Undaria pinnatifida f. pinnatifida,32.535491,130.379121,1989/1991,,,,HumanObservation,20.26642778439376,32.15574983982353,,1
Sargassum horneri,32.53037,130.375973,1989/1991,,,,HumanObservation,20.26642778439376,32.15574983982353,,1
Gelidium elegans,32.530817,130.371137,1989/1991,,,,HumanObservation,20.26642778439376,32.15574983982353,,1
Sargassum horneri,32.530817,130.371137,1989/1991,,,,HumanObservation,20.26642778439376,32.15574983982353,,1
Sargassum patens,32.530817,130.371137,1989/1991,,,,HumanObservation,20.26642778439376,32.15574983982353,,1
Sargassum horneri,32.532018,130.362655,1989/1991,,,,HumanObservation,20.26642778439376,32.15574983982353,,1
Sargassum patens,32.532018,130.362655,1989/1991,,,,HumanObservation,20.26642778439376,32.15574983982353,,1
Undaria pinnatifida f. pinnatifida,32.532018,130.362655,1989/1991,,,,HumanObservation,20.26642778439376,32.15574983982353,,1
Sargassum horneri,32.528823,130.360184,1989/1991,,,,HumanObservation,20.26642778439376,32.15574983982353,,1
Sargassum patens,32.528823,130.360184,1989/1991,,,,HumanObservation,20.26642778439376,32.15574983982353,,1
Undaria pinnatifida f. pinnatifida,32.528823,130.360184,1989/1991,,,,HumanObservation,20.26642778439376,32.15574983982353,,1
Sargassum horneri,32.523197,130.345325,1989/1991,,,,HumanObservation,20.337588879953547,32.249519407699985,,1
Sargassum patens,32.523197,130.345325,1989/1991,,,,HumanObservation,20.337588879953547,32.249519407699985,,1
Undaria pinnatifida f. pinnatifida,32.523197,130.345325,1989/1991,,,,HumanObservation,20.337588879953547,32.249519407699985,,1
Sargassum horneri,32.522031,130.341773,1989/1991,,,,HumanObservation,20.337588879953547,32.249519407699985,,1
Sargassum patens,32.522031,130.341773,1989/1991,,,,HumanObservation,20.337588879953547,32.249519407699985,,1
Undaria pinnatifida f. pinnatifida,32.522031,130.341773,1989/1991,,,,HumanObservation,20.337588879953547,32.249519407699985,,1
Gelidium elegans,32.515585,130.337649,1989/1991,,,,HumanObservation,20.337588879953547,32.249519407699985,,1
Sargassum horneri,32.515585,130.337649,1989/1991,,,,HumanObservation,20.337588879953547,32.249519407699985,,1
Sargassum patens,32.515585,130.337649,1989/1991,,,,HumanObservation,20.337588879953547,32.249519407699985,,1
Gelidium elegans,32.517793,130.316552,1989/1991,,,,HumanObservation,20.337588879953547,32.249519407699985,,1
Sargassum horneri,32.517793,130.316552,1989/1991,,,,HumanObservation,20.337588879953547,32.249519407699985,,1
Sargassum patens,32.517793,130.316552,1989/1991,,,,HumanObservation,20.337588879953547,32.249519407699985,,1
Undaria pinnatifida f. pinnatifida,32.517793,130.316552,1989/1991,,,,HumanObservation,20.337588879953547,32.249519407699985,,1
Gelidium elegans,32.468962,130.247232,1989/1991,,,,HumanObservation,20.36637776031306,32.46063368718983,,1
Sargassum horneri,32.468962,130.247232,1989/1991,,,,HumanObservation,20.36637776031306,32.46063368718983,,1
Sargassum patens,32.468962,130.247232,1989/1991,,,,HumanObservation,20.36637776031306,32.46063368718983,,1
Gelidium elegans,32.467463,130.240343,1989/1991,,,,HumanObservation,20.36637776031306,32.46063368718983,,1
Sargassum horneri,32.467463,130.240343,1989/1991,,,,HumanObservation,20.36637776031306,32.46063368718983,,1
Sargassum patens,32.467463,130.240343,1989/1991,,,,HumanObservation,20.36637776031306,32.46063368718983,,1
Gelidium elegans,32.462199,130.230512,1989/1991,,,,HumanObservation,20.36637776031306,32.46063368718983,,1
Sargassum horneri,32.462199,130.230512,1989/1991,,,,HumanObservation,20.36637776031306,32.46063368718983,,1
Sargassum patens,32.462199,130.230512,1989/1991,,,,HumanObservation,20.36637776031306,32.46063368718983,,1
Sargassum horneri,32.491319,130.205029,1989/1991,,,,HumanObservation,20.36637776031306,32.46063368718983,,1
Sargassum patens,32.491319,130.205029,1989/1991,,,,HumanObservation,20.36637776031306,32.46063368718983,,1
Sargassum patens,32.505418,130.20973,1989/1991,,,,HumanObservation,20.43589827531963,32.42687526989326,,1
Sargassum horneri,32.509424,130.20008,1989/1991,,,,HumanObservation,20.43589827531963,32.42687526989326,,1
Sargassum patens,32.509424,130.20008,1989/1991,,,,HumanObservation,20.43589827531963,32.42687526989326,,1
Sargassum siliquastrum,32.509424,130.20008,1989/1991,,,,HumanObservation,20.43589827531963,32.42687526989326,,1
Gelidium elegans,32.528937,130.201947,1989/1991,,,,HumanObservation,20.43589827531963,32.42687526989326,,1
Sargassum horneri,32.528937,130.201947,1989/1991,,,,HumanObservation,20.43589827531963,32.42687526989326,,1
Sargassum patens,32.528937,130.201947,1989/1991,,,,HumanObservation,20.43589827531963,32.42687526989326,,1
Undaria pinnatifida f. pinnatifida,32.528937,130.201947,1989/1991,,,,HumanObservation,20.43589827531963,32.42687526989326,,1
Ecklonia kurome,32.528317,130.088443,1989/1991,,,,HumanObservation,20.768574032153197,32.9749505990016,,1
Sargassum fusiforme,32.528317,130.088443,1989/1991,,,,HumanObservation,20.768574032153197,32.9749505990016,,1
Sargassum patens,32.528317,130.088443,1989/1991,,,,HumanObservation,20.768574032153197,32.9749505990016,,1
Ecklonia kurome,32.526103,130.08501,1989/1991,,,,HumanObservation,20.768574032153197,32.9749505990016,,1
Sargassum fusiforme,32.526103,130.08501,1989/1991,,,,HumanObservation,20.768574032153197,32.9749505990016,,1
Sargassum patens,32.526103,130.08501,1989/1991,,,,HumanObservation,20.768574032153197,32.9749505990016,,1
Ecklonia kurome,32.524054,130.078811,1989/1991,,,,HumanObservation,20.768574032153197,32.9749505990016,,1
Undaria pinnatifida f. pinnatifida,32.524054,130.078811,1989/1991,,,,HumanObservation,20.768574032153197,32.9749505990016,,1
Sargassum fusiforme,32.519217,130.067982,1989/1991,,,,HumanObservation,20.768574032153197,32.9749505990016,,1
Sargassum patens,32.519217,130.067982,1989/1991,,,,HumanObservation,20.768574032153197,32.9749505990016,,1
Undaria pinnatifida f. pinnatifida,32.519217,130.067982,1989/1991,,,,HumanObservation,20.768574032153197,32.9749505990016,,1
Ecklonia kurome,32.495753,130.044404,1989/1991,,,,HumanObservation,21.080319412704835,33.327760313042695,,1
Sargassum horneri,32.495753,130.044404,1989/1991,,,,HumanObservation,21.080319412704835,33.327760313042695,,1
Sargassum macrocarpum,32.495753,130.044404,1989/1991,,,,HumanObservation,21.080319412704835,33.327760313042695,,1
Undaria pinnatifida f. pinnatifida,32.495753,130.044404,1989/1991,,,,HumanObservation,21.080319412704835,33.327760313042695,,1
Ecklonia kurome,32.470121,130.035164,1989/1991,,,,HumanObservation,21.080319412704835,33.327760313042695,,1
Sargassum horneri,32.470121,130.035164,1989/1991,,,,HumanObservation,21.080319412704835,33.327760313042695,,1
Sargassum macrocarpum,32.470121,130.035164,1989/1991,,,,HumanObservation,21.080319412704835,33.327760313042695,,1
Undaria pinnatifida f. pinnatifida,32.470121,130.035164,1989/1991,,,,HumanObservation,21.080319412704835,33.327760313042695,,1
Ecklonia kurome,32.461797,130.031103,1989/1991,,,,HumanObservation,21.080319412704835,33.327760313042695,,1
Sargassum horneri,32.461797,130.031103,1989/1991,,,,HumanObservation,21.080319412704835,33.327760313042695,,1
Sargassum macrocarpum,32.461797,130.031103,1989/1991,,,,HumanObservation,21.080319412704835,33.327760313042695,,1
Undaria pinnatifida f. pinnatifida,32.461797,130.031103,1989/1991,,,,HumanObservation,21.080319412704835,33.327760313042695,,1
Ecklonia kurome,32.452163,130.024457,1989/1991,,,,HumanObservation,21.080319412704835,33.327760313042695,,1
Sargassum horneri,32.452163,130.024457,1989/1991,,,,HumanObservation,21.080319412704835,33.327760313042695,,1
